county_name,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,clinton_win
Clarke,25.6,100548,16223,22.3,7.66,52.24,731,4.88,1007,GA,1
Clay,34.2,39635,12350,35.4,7.41,54.93,17.4,14.41,206,GA,1
Clayton,29.9,43964,16855,14,11.25,51.22,1318.4,1.36,804,GA,1
Clinch,31.6,57082,12584,25,8.19,51.61,7.7,14.52,226,GA,0
Cobb,31.7,84137,23195,8.2,8.94,50.77,1402.1,2.42,564,GA,0
Coffee,30.5,95719,15271,23.1,7.59,51.88,51.2,4.76,777,GA,0
Colquitt,32.6,78057,14892,25.8,9.96,51.44,67,7.62,638,GA,0
Columbia,31.2,30540,17165,7.7,7.2,50.04,251,2.36,315,GA,0
Cook,32.4,57653,12865,22.5,9.7,51.98,58.9,6.89,482,GA,1
Coweta,32,59670,17069,12.6,7.97,51.68,136.3,3.99,347,GA,0
Crawford,31.7,26096,12882,16.7,8.13,50.55,28.3,10.43,180,GA,1
Crisp,32.8,62798,14794,30.4,8.35,54.08,74.1,11.38,138,GA,1
Dade,32.7,53856,12299,16.3,10.2,51.14,76.5,4.89,180,GA,0
Decatur,31.7,56397,14744,26.9,9.71,52.35,43.4,7.99,497,GA,1
Dodge,33.8,83682,13028,23.2,8.51,50.9,35.4,10.68,366,GA,1
Dooly,32.8,78470,14815,29,7.85,54.52,25.4,8.6,164,GA,1
Dougherty,29.9,67640,15650,27.6,12.23,53.06,296.3,4.34,1043,GA,1
Douglas,31.1,41886,16590,9.5,9.22,50.39,377.3,6.54,339,GA,0
Early,33.4,62383,14237,32,7.74,54,23.7,10.41,109,GA,1
Effingham,30.3,39298,14646,12.7,7.99,49.79,57.1,2.01,242,GA,0
Elbert,34.4,99841,14526,21.4,10.02,52.44,51.5,9.58,442,GA,1
Emanuel,32.3,88914,12667,28.4,8.85,52.42,30.2,12.17,290,GA,1
Evans,32.2,97457,14679,25.6,9.17,51.54,48.1,9.66,116,GA,0
Fannin,39,88296,12626,17.6,10.03,51.78,43,6.08,202,GA,0
Fayette,34.1,67403,22708,3.9,6.26,50.41,352.6,1.51,176,GA,0
Floyd,34.5,80777,17463,16.2,12.1,52.47,160.1,8.22,575,GA,0
Forsyth,32.8,71411,20194,7.9,6.2,49.86,220.5,4.1,469,GA,0
Franklin,35.9,117833,16263,17,9.12,52.11,65.3,8.37,252,GA,1
Fulton,32,201597,28465,23,10.2,52.21,1257,4.07,1354,GA,1
Gilmer,35.4,95830,14779,17.3,8.1,50.84,33.5,5.59,7,GA,0
Glascock,37,23635,15212,16.1,7.39,53.26,16,45.22,27,GA,0
Glynn,34.1,60632,19001,17.2,11.68,52.49,151,8.45,862,GA,0
Gordon,32.4,61457,15699,12.5,9.01,50.84,102.2,5.67,331,GA,0
Grady,32.9,71544,12936,24.9,10.05,52.48,45,6.75,448,GA,1
Greene,32.5,131716,14059,23.8,7.46,53.24,31.4,5.74,262,GA,1
Gwinnett,30.5,51598,21670,5.8,5.59,49.91,903,1.54,477,GA,0
Habersham,33.3,136899,16107,12.3,10.38,48.89,102.8,6.89,164,GA,0
Hall,32.3,135515,17885,14.2,8.72,50.62,253.5,3.9,456,GA,0
Hancock,31,52587,12272,28.8,5.22,54.45,19,16.89,149,GA,1
Haralson,33.5,82213,14632,17.5,9.3,51.97,79.4,5.27,326,GA,1
Harris,35.6,29930,17105,12.9,10.95,50.55,39.2,5.22,251,GA,0
Hart,35.7,89142,15264,15.7,9.76,51.82,87,5.69,40,GA,1
Henry,31.9,51437,16942,7.4,6.8,50.53,209.5,2.96,271,GA,0
Houston,31,54104,16375,12.6,11.96,51.2,247.6,3.8,539,GA,0
Irwin,33.3,72578,13801,25.1,8.06,52.85,24.1,12.79,410,GA,1
Jackson,33,58627,14970,15.9,8.61,50.46,91.7,12.13,333,GA,0
Jasper,33.8,80168,14962,18.3,8.98,51.8,23.5,5.06,107,GA,1
Jeff Davis,31.8,47707,14191,19.6,8.37,50.78,36.3,11.49,462,GA,1
Jefferson,31.4,75253,13775,27.7,7.19,53.8,33.2,12,90,GA,1
Jenkins,32.6,57944,12502,25.2,8.88,52.81,24.3,10.12,366,GA,1
Johnson,32.7,61128,12452,24.5,7.12,53.49,27.3,18.19,27,GA,1
Jones,32.2,26033,16620,12.6,8.92,51.43,54.1,9.62,130,GA,1
Lamar,33.4,74828,13034,17.8,10.09,52.77,73.1,8.52,245,GA,1
Lanier,31.6,102309,14000,24.6,9.18,51.28,30.5,10.53,255,GA,1
Laurens,33,100282,15378,21.4,9.79,52.22,50.5,10.98,586,GA,1
Liberty,24,20855,10420,19,4.67,45.38,110.6,2.8,354,GA,1
Lowndes,28.9,72967,15455,22.4,9.42,51.01,154.7,4.31,719,GA,0
Lumpkin,30.3,92881,15051,14.7,6.25,50.36,54.1,6.49,185,GA,1
McDuffie,32,87855,15110,20.7,8.5,52.78,80.4,7.18,120,GA,0
Macon,31.2,54723,13986,30.2,8.05,53.64,32.2,17.54,179,GA,1
Madison,32.8,31159,14508,16.3,8.91,51.01,77.7,4.52,6,GA,0
Marion,32.1,35486,12658,24.1,8.19,51.92,15.5,8.77,56,GA,1
Meriwether,31.8,58441,11869,23.6,8.47,52.2,45.1,7.22,276,GA,1
Miller,34.7,102114,14944,24,9.59,52.55,22.3,15.08,62,GA,1
Mitchell,30.7,69819,13683,30.7,7.8,53.02,40,12.24,464,GA,1
Monroe,33,48653,14815,15.8,7.49,50.92,45.2,15.31,278,GA,1
Morgan,32.8,82064,15841,17.3,8.2,51.8,38,5.04,344,GA,1
Murray,30.4,40531,13615,12.1,7.07,50.38,80.4,4.22,284,GA,0
Muscogee,30.6,92928,16740,22.2,12.55,51.69,859.9,5.51,620,GA,1
Newton,31.1,55474,14955,15.8,8.04,52.1,161.7,5.06,599,GA,1
Oglethorpe,33.5,43697,14094,16.5,8.1,51.77,23.1,5.98,196,GA,0
Paulding,29.8,44189,13925,9,5.99,50.02,150.8,2.85,277,GA,0
Peach,30,67911,16049,25.2,8.89,52.33,144.9,3.33,251,GA,1
Pickens,34.4,100331,16530,13.8,7.31,51.04,64.6,10.6,93,GA,1
Pierce,33.3,74455,14439,21.1,9.66,51.35,39.7,4.71,224,GA,0
Pike,33.5,62030,14928,13.3,10.16,50.51,48.1,5.9,134,GA,0
Polk,33.8,57379,13612,18.4,11.18,51.97,110.2,8.28,404,GA,1
Pulaski,35.3,100364,17087,21.5,11.94,53.46,32.7,12.59,400,GA,1
Putnam,34.2,62346,15325,16.9,7.04,51.03,43.3,5.91,167,GA,1
Rabun,39.8,132881,13923,15,11.14,51.56,32.1,8.82,182,GA,0
Randolph,32.1,79026,13060,34.9,9.23,54.39,18.9,9.88,96,GA,1
Richmond,30.3,63422,17331,21.9,11,50.47,623,6.32,715,GA,1
Rockdale,32.1,53077,18460,8.8,8.58,50.56,450.7,2.9,425,GA,0
Screven,33,63338,14521,22.3,9.21,52.61,21.3,9.2,254,GA,1
Seminole,33.6,67054,13826,27.6,9.12,50.44,38.2,6.7,372,GA,1
Spalding,32.1,69241,15108,18.6,10.1,52.05,283.8,6.16,814,GA,0
Stephens,34.8,63985,14916,16.8,9.71,51.86,133.9,7.54,181,GA,0
Sumter,30.4,91433,15141,26,8.78,53.89,63.5,10.81,546,GA,1
Tattnall,33.1,63776,13767,26.2,10.1,46.41,37.2,13.33,260,GA,0
Telfair,34,88781,12995,26.3,8.45,54.03,26.3,18.71,172,GA,1
Terrell,33.1,102730,13828,30.9,8.08,54.1,31.3,6.95,471,GA,1
Thomas,33.1,79996,16732,23.5,10.14,53.34,72,6.58,446,GA,0
Tift,30.7,101581,15714,23.6,8.8,51.34,133.9,7.04,665,GA,0
Toombs,32,66903,14833,25,8.73,52.49,66.8,13.96,334,GA,0
Towns,43,134393,13559,14.3,9.81,51.35,42,10.86,63,GA,0
Treutlen,33.2,46858,12246,27,6.44,53.73,29.4,8.31,125,GA,1
Troup,32.5,72590,16161,18.4,9.66,52.81,136.7,6.91,708,GA,0
Turner,31.5,154594,15045,29.8,9.75,52.93,30.4,8.62,255,GA,1
Twiggs,30.8,10618,11861,22.5,7.79,51.95,26.9,13.2,87,GA,1
Union,39.3,148835,13326,15.7,7.26,50.34,40,15.5,129,GA,0
Upson,34.8,74363,14078,17.1,10.64,52.76,80.8,11.33,388,GA,0
Walker,34.5,36663,14335,14.3,12.6,51.48,132.6,3.67,367,GA,0
Walton,31.7,65240,16137,14.8,6.99,51.61,123.3,5.59,294,GA,0
Ware,34.4,76858,14166,22.6,11.4,51.64,39.7,12.12,546,GA,0
Warren,33.4,38632,12854,27.1,8.22,54.64,21,18,65,GA,1
Washington,32,75487,16265,23.4,7.41,53.11,28.5,11.29,353,GA,1
Wayne,32.6,57496,14135,21.4,8.97,51.43,36.9,9.16,482,GA,0
Wheeler,34.2,32265,13183,26.2,8.54,51.51,16.1,11.46,167,GA,1
White,36.8,114242,17087,12.5,8.5,51.32,57.5,10.58,254,GA,0
Whitfield,32.2,75849,18450,12.9,10.07,50.8,255.2,4.45,418,GA,0
Wilcox,34.7,98480,14476,27.4,8.66,52.7,18.4,27.14,79,GA,1
Wilkes,35.4,117984,15605,19.6,9.49,52.15,22.7,4.39,223,GA,1
Worth,31.5,49986,13579,24.3,8.5,51.84,35.8,2.89,215,GA,1
Ada,31.9,78600,21384,9.1,11.06,50.96,211.9,4.35,463,ID,0
Adams,36.2,48949,15461,12.6,12.8,48.34,2.6,4.86,169,ID,0
Bannock,29.5,68873,14920,12.4,11.55,50.3,61.6,3.8,548,ID,0
Bear Lake,30.9,95563,12505,12.1,11.44,50.62,6.5,5.87,154,ID,0
Benewah,34.6,77437,15726,13.9,13.72,49.23,10.4,7.41,247,ID,1
Bingham,27.6,45989,14077,15.2,9.18,49.79,19,2.04,269,ID,0
Blaine,33.3,110136,24384,6.6,8.26,47.97,5.6,1.34,530,ID,1
Bonneville,28.7,68738,17733,10.6,10.52,49.53,41.3,2.66,493,ID,0
Boundary,32.8,70555,13381,15.4,11.86,48.86,6.8,4.42,157,ID,0
Butte,33.3,66950,13047,12.7,14.93,49.61,1.3,6.67,50,ID,0
Canyon,31.6,48339,14121,17,9.86,50.63,163.6,5.59,537,ID,0
Caribou,30.3,73751,15018,7.7,13.58,49.64,4,6.06,196,ID,0
Cassia,29.2,100296,16686,15.6,10.23,49.68,7.9,4.7,529,ID,0
Clearwater,37.5,74476,15466,12.2,18.06,47.81,3.5,12.76,107,ID,1
Elmore,27.7,29413,16949,11.2,11.5,48.3,6.7,5.15,327,ID,0
Franklin,27.5,56257,11497,11.8,7.54,49.52,14.3,4.63,158,ID,0
Fremont,28.1,52203,13539,13.6,10.21,48.55,6.1,2.12,189,ID,0
Gem,36,70698,15081,15.7,12.73,49.93,22.4,7.62,190,ID,0
Gooding,34.7,78628,16416,15.2,13.45,49.86,16.6,3.06,169,ID,0
Idaho,36.5,83686,14681,14,14.33,49.24,1.7,6.06,149,ID,0
Jerome,32.6,65378,15610,15.1,10.8,49.85,26.3,2.34,365,ID,0
Kootenai,35,77050,17642,11.5,11.67,50.78,62.1,4.49,565,ID,0
Latah,27.4,77344,15753,12.6,11.53,48.88,29.1,5.94,252,ID,1
Lemhi,38.1,96177,14244,15.5,15.01,50.37,1.6,5.63,37,ID,0
Madison,20,54431,10132,14.9,5.02,52.34,50.9,4.08,326,ID,0
Minidoka,30.4,50364,12786,15.1,10.53,49.7,26.6,3.86,403,ID,0
Nez Perce,35.6,81479,18111,11.1,14.54,50.93,41.3,5.9,423,ID,1
Oneida,31.4,91280,12546,11.2,8.71,50.33,2.9,6.86,134,ID,0
Owyhee,30.4,49278,12601,10.5,9.73,47.42,1.1,5.81,61,ID,0
Payette,34.1,62709,13692,17.8,10.11,50.73,42.9,4.91,310,ID,0
Power,29.8,64191,17631,13.8,10.27,50.09,5.3,4.13,379,ID,0
Shoshone,37.3,96099,14843,20.7,19.31,50.1,5.2,17.5,426,ID,1
Twin Falls,33.3,82766,15812,13.3,11.71,50.83,29.1,6.99,483,ID,0
Valley,37,76249,18218,11.8,12.16,49.12,1.9,8.12,555,ID,0
Washington,37.3,107648,13659,18.8,12.58,51.3,6,8.52,244,ID,0
Adams,35.4,97664,17574,14.2,14.37,52.39,77.7,14.08,378,IL,0
Alexander,34.8,55963,12673,30.1,13.63,53.02,44.8,7.83,645,IL,1
Bond,35,90772,16036,12,13.85,51.6,39.7,13.71,242,IL,1
Boone,33.1,61502,18120,7.6,11.02,50.53,116.2,8.23,256,IL,0
Bureau,36.3,154054,17890,9.4,13.9,52.09,41.1,12.55,104,IL,1
Calhoun,38.5,154006,15590,16.1,13.96,49.93,20.5,14.23,96,IL,1
Carroll,37.5,150530,17889,11,13.21,51.39,37.4,14.04,160,IL,0
Cass,35.8,125108,17913,11.9,14.92,51.25,35.4,23.01,98,IL,1
Champaign,27.8,92378,17183,13.3,9.55,49.11,175.6,5.83,560,IL,1
Christian,36.3,117869,17799,11.1,13.71,52.8,48.7,14.99,121,IL,1
Clark,37,119211,15810,11.5,13.88,49.31,31.9,15.56,94,IL,1
Clay,36.8,126863,16308,13.7,13.31,52.61,30.7,12.78,83,IL,1
Clinton,32.8,130285,18055,8.7,12.2,48.98,72.3,11.95,146,IL,1
Coles,29.8,79061,16366,13.1,11.78,52.74,102.1,13.74,208,IL,1
Cook,32.6,148027,23121,17.6,11.71,51.65,5430.5,6.14,783,IL,1
Crawford,37.1,150203,17695,10.5,14.79,49.91,44.2,11.17,165,IL,1
Cumberland,33.9,80559,15694,11.7,12.69,50.55,31.2,5.19,110,IL,1
DeKalb,27.1,115885,17077,8.7,9.51,50.6,125.8,6.89,145,IL,1
Douglas,34.5,107633,16038,9.4,12.37,51.54,46.8,13.38,112,IL,1
DuPage,32.3,92125,29399,3.8,10.65,50.73,2434.2,4.93,322,IL,0
Edgar,37.3,112061,16044,14.2,14.15,52.48,31.3,12.21,75,IL,1
Edwards,37.3,144554,15186,10.6,13.88,51.96,33.3,6.49,45,IL,0
Effingham,32,143466,17171,9.3,12.04,51.11,67.1,12.59,300,IL,0
Fayette,35.3,85860,13932,14.6,13.81,49.31,29,14.38,189,IL,1
Ford,36.9,139119,19333,9.2,14.57,52.15,28.8,23.64,123,IL,0
Franklin,37.8,114240,14764,18,14.47,52.51,97.3,11.52,47,IL,1
Fulton,36.9,95342,15706,14.6,14.49,50.47,44,13.41,259,IL,1
Gallatin,39.2,113716,16542,18.1,12.29,52.09,21,23.82,81,IL,1
Greene,36,131744,14005,14.6,14.27,51.41,28.2,9.74,190,IL,1
Grundy,33.3,108334,20467,5.7,11.57,50.31,80.5,8.58,57,IL,0
Hamilton,39.1,137476,15874,15.4,12.82,52.69,19.5,18.94,81,IL,1
Hancock,37.3,107816,16043,12.3,13.91,52.42,27.1,10.79,191,IL,1
Hardin,37.3,73273,13939,19.9,12.4,49.77,29.2,22.12,77,IL,1
Henry,36,110188,16385,10.5,13.49,51.13,62.3,10.12,74,IL,1
Iroquois,37,114726,17173,9.7,13,51.49,27.9,15.51,69,IL,0
Jackson,26.5,63326,13786,21.3,11.16,48.39,103.9,6.68,696,IL,1
Jasper,34.4,141455,16837,11,12.32,51.09,21.4,7.45,134,IL,1
Jefferson,34.9,89293,16110,16.2,12.93,51.96,65,7.87,449,IL,1
Jersey,33.2,73085,15500,11.8,13.95,51.02,56.9,10.38,264,IL,1
Jo Daviess,36.2,165969,19094,8,13.05,50.76,36.3,6.56,135,IL,0
Johnson,35.9,104696,11394,15.7,11.79,41.87,33.5,6.12,3,IL,1
Kane,30.9,84074,21482,8.4,10.34,50.29,640.7,5.76,447,IL,0
Kankakee,32.9,83669,17006,13.3,12.51,51.5,146.1,9.61,569,IL,1
Kendall,32,68458,19966,3.8,11.59,49.92,128.8,3.2,164,IL,0
Knox,36.5,71718,16824,13.3,14.18,50.77,78.6,15.6,400,IL,1
Lake,31.6,90609,30590,6.5,10.68,49.4,1205.2,6.57,365,IL,0
Lawrence,38,94545,19233,14.7,13.82,53.13,42.7,23.71,166,IL,1
Lee,34.2,108938,16000,9.1,13.12,49.42,48,13.02,155,IL,0
Livingston,34.3,115211,17256,9.8,13.2,49.91,38.2,13.78,202,IL,0
Logan,34.6,120703,16788,11,13.22,49.66,49.8,15.1,275,IL,0
McDonough,27.3,80531,14177,15.2,11.07,50.33,59.4,8.89,231,IL,1
McHenry,32.2,78011,22347,3.8,9.74,49.9,330.6,4.67,236,IL,0
McLean,28.8,73344,19768,8.8,10.07,52.09,112.9,7.59,267,IL,0
Macon,35,91099,19172,13.7,15.08,52.29,203.1,10.47,558,IL,1
Macoupin,36,107979,17154,12.3,13.7,52.06,55.5,14.41,146,IL,1
Madison,33.9,89259,18788,12,14.15,51.92,348.6,7.77,418,IL,1
Marion,35.1,99571,16832,15.8,13.37,52.45,72.9,12.59,327,IL,1
Marshall,37.8,114940,17374,9.4,15.02,51.51,33.4,12.17,68,IL,1
Mason,36.5,123284,15976,12.8,15.75,51.2,30.8,10.12,60,IL,1
Massac,37.7,107481,14635,15.4,12.97,52.78,62.3,20.2,273,IL,1
Menard,35.4,131067,18855,8.5,14.13,52.03,36.3,15,57,IL,0
Mercer,36,82766,16409,10.8,13.57,51.38,30.8,11.16,68,IL,1
Monroe,33.9,131814,18565,5.2,11.72,50.7,60.5,12,179,IL,1
Montgomery,35.3,130588,16214,13.4,13.69,49.92,43.8,18.7,147,IL,1
Morgan,34.3,103833,16911,11.5,12.96,51.31,63.8,19.64,599,IL,0
Moultrie,36.7,117527,15918,9,12.11,52.29,42,59.22,92,IL,1
Ogle,34,84020,16868,7.6,11.73,50.93,62.6,12.95,129,IL,0
Peoria,33.8,92882,19772,14.9,14.37,52.05,296.5,7.99,741,IL,1
Perry,35.5,110791,14858,14.5,12.81,51.84,48.3,11.69,179,IL,1
Piatt,36.2,159259,20296,6.9,14.37,51.29,35.7,9.36,222,IL,1
Pike,37.9,140925,14642,16.6,13.9,51.7,21.1,10.4,62,IL,1
Pope,35.8,52443,12346,17.2,13.7,45.87,11.9,13.41,93,IL,1
Pulaski,34.8,51067,13671,25.5,13.67,53.5,37.4,7.6,19,IL,1
Randolph,34,108397,15168,12.2,12.38,46.81,59.6,15.13,138,IL,1
Richland,35.6,95760,16388,13,12.36,52.17,46.4,14.19,104,IL,1
Rock Island,34.8,101793,20022,13,14.84,51.81,351.7,7.2,497,IL,1
St. Clair,32,80024,17138,18.3,12.51,52.23,395.7,9.55,439,IL,1
Saline,38.2,153092,16413,18.7,13.98,52.73,69.1,19.43,85,IL,1
Sangamon,34.2,110793,20800,10.7,13.41,52.83,209.1,9.57,628,IL,1
Schuyler,37.4,97276,15398,12.7,14.61,51.19,17.1,13.6,89,IL,1
Scott,35.9,147300,14484,10.4,13.48,52.22,22.3,10.89,64,IL,0
Shelby,36.3,92716,15945,9.7,13.87,50.73,29.5,6.96,29,IL,1
Stark,37.6,171258,17449,10.4,13.63,51.68,22.2,35.16,117,IL,0
Stephenson,35,136018,18730,10.1,11.87,51.71,85.9,11.01,393,IL,0
Tazewell,34.8,62371,18711,9.6,14.83,51.45,193.3,8.1,304,IL,1
Union,38,97719,14662,18.2,11.99,51.25,43,19.05,158,IL,1
Vermilion,35.4,77821,16348,15.4,14.77,51.11,97.5,8.2,494,IL,1
Wabash,34.9,166086,17078,12.3,13.92,51.94,58.2,16.08,123,IL,0
Warren,35.1,102263,16407,13,13.54,51.67,35.4,12.81,232,IL,1
Washington,35.9,131915,17739,8.8,13.05,51.29,26.3,10.95,158,IL,0
Wayne,37.4,130718,15556,12.2,13.36,51.84,23.8,8.24,49,IL,0
White,38.5,162738,17313,15.1,14.66,52.81,32.7,26.79,115,IL,1
Whiteside,34.7,109287,17246,10,13.51,51.12,88.3,11.47,316,IL,1
Will,31.1,55370,19651,7.6,10.88,50.12,447.7,4.61,326,IL,1
Williamson,36.1,83339,16083,14.8,13.23,51.81,138.4,10.66,265,IL,1
Winnebago,33.4,86930,19442,11.7,12.38,51.45,504.7,7.48,811,IL,1
Woodford,34.1,67328,18093,6.9,12.37,51.01,63.3,13.92,80,IL,0
Adams,30.6,125678,15770,12.6,8.92,50.88,92.8,5.17,154,IN,0
Allen,32.1,112144,20748,11.2,12.17,51.58,463.6,7.78,607,IN,0
Bartholomew,34.2,75440,19936,9,12.04,51.35,160.5,5.71,340,IN,0
Benton,34.7,135028,16609,8.8,11.86,51.09,23.9,10.62,95,IN,0
Blackford,35.7,67304,15328,12.9,13.6,51.4,84.8,9.43,220,IN,0
Boone,34.4,69895,22613,6.6,11.87,51.72,93.4,8.03,55,IN,0
Brown,36.5,28332,16039,9.9,11.07,49.84,46.7,6.51,9,IN,0
Carroll,35,104096,16697,7.7,12.38,50.94,51.8,8.24,115,IN,0
Cass,35,94307,16880,12.3,13.96,51.95,93.5,10.85,202,IN,0
Clark,33.8,67654,17380,11.6,13.65,52.15,238.3,8.33,453,IN,1
Clay,35.2,90885,15438,10.7,12.42,52.06,70.5,11.43,116,IN,0
Clinton,34.1,89376,16363,10.5,11.92,51.67,78.5,13.4,280,IN,0
Crawford,34,75527,12393,16.2,12.19,50.27,32.7,7.6,103,IN,1
Daviess,33.6,83851,15051,14.7,11.3,51.65,64.8,15.59,76,IN,0
Dearborn,33.1,47333,16428,8.7,10.65,50.9,135,8.71,78,IN,0
Decatur,32.6,83775,16492,9.5,11.65,50.55,65.2,10.29,73,IN,0
Delaware,31.4,65528,17507,16.4,12.91,52.39,304.1,7.63,85,IN,0
Dubois,32.1,185623,19630,5.1,10.68,50.81,87.2,13.6,93,IN,0
Elkhart,31.8,99012,18577,9.8,9.82,51,343.5,7.65,442,IN,0
Fayette,35.1,64018,16431,13.1,13,51.56,121.9,12.4,324,IN,0
Floyd,34,80130,18682,11,12.24,52.23,454.1,8.82,339,IN,1
Fountain,35.9,114436,15386,10.8,12.82,51.71,45.2,10.22,30,IN,0
Franklin,32.7,86875,14700,11.1,10.76,50.41,51.6,5.98,40,IN,0
Fulton,35.3,83708,15736,9.9,13.36,51.37,51.8,13.61,9,IN,0
Gibson,35.1,86094,16998,9.2,13.17,51.95,65,12.67,48,IN,1
Grant,34.9,63292,16610,15.2,14.51,51.7,179.2,9.69,401,IN,0
Greene,35.9,93722,15264,13,12.53,51.48,57.9,11.97,17,IN,1
Hamilton,32.9,62579,28005,4.1,8.88,51.19,304.3,5.71,115,IN,0
Hancock,34.2,63769,19890,5.7,11.91,50.75,154.8,8.4,168,IN,0
Harrison,33.2,101553,15799,10.8,11.2,50.35,63.3,5.7,115,IN,1
Hendricks,33.3,62744,20074,4.7,12.14,49.41,194.9,6.96,86,IN,0
Henry,36.1,60662,16809,13.1,13.59,51.89,123.7,9.34,249,IN,0
Howard,34.1,63532,19321,12,13.96,52.14,280.5,6.33,363,IN,0
Huntington,32.8,86077,17700,8,11.07,51.48,93.6,12.29,235,IN,0
Jackson,33.6,82073,15798,10.7,10.83,51.52,75.8,10.1,38,IN,0
Jasper,32,112801,15338,8.9,11.53,50.44,46.4,5.12,21,IN,0
Jay,35,75039,13866,13.4,12.46,51.31,56.8,8.07,145,IN,0
Jefferson,33.7,67505,15024,12.8,12.71,51.12,83.8,11.39,64,IN,1
Jennings,33.1,51863,15553,12.9,10.99,50.44,64.4,4.57,224,IN,0
Johnson,32.6,61848,19838,7.9,10.64,51.32,292.3,13.11,157,IN,0
Knox,33.5,99734,16303,15.1,12.82,51.28,77.5,12.28,347,IN,1
Kosciusko,32.2,88646,19191,7.8,10.05,50.93,122.6,5.77,117,IN,0
Lake,33,65369,17881,15.9,13.64,51.95,966,5.08,678,IN,1
Lawrence,35.3,81952,16126,11.4,12.88,51.44,96.7,11.01,203,IN,0
Madison,34.8,68275,16776,13.7,13.71,51.03,290.8,8.34,350,IN,0
Marion,31.8,119332,21430,15,12.04,52.49,2048.2,7.55,755,IN,0
Marshall,33.3,90154,16482,8.6,10.5,50.8,97.2,6.2,25,IN,0
Martin,34.1,80087,15323,11.6,14.38,50.7,30.9,12.21,126,IN,0
Miami,31.5,61919,14891,12.8,12.1,50.69,98.5,5.54,26,IN,0
Monroe,26.4,57887,16281,14,8.72,51.98,280.7,5.54,368,IN,1
Montgomery,34,81913,18139,9.3,12.67,50.37,69.4,12.89,328,IN,0
Morgan,32.9,48631,17075,9.1,11.04,50.78,143.9,5.66,154,IN,0
Newton,33.6,94709,15336,9.8,12.47,50.66,34.6,16.76,171,IN,0
Noble,31.9,73852,16246,8.5,10.79,50.63,94.1,11.91,90,IN,0
Ohio,34.1,35694,14690,10.1,12.96,51.33,61.1,10.75,10,IN,0
Orange,34.7,126441,13795,14,12.16,51.26,46.5,11.61,43,IN,0
Owen,34.7,57836,13984,13.2,11.07,50.61,47.5,5.52,18,IN,0
Parke,36.3,69951,15530,12.2,14.45,51.93,35.3,18.28,40,IN,0
Perry,33.5,113279,14114,10.9,13.36,49.25,49.6,7.72,157,IN,1
Pike,36.3,105377,16453,13,13.42,50.6,36.9,3.23,44,IN,1
Porter,32.7,54246,19914,6.6,11.65,50.94,321.1,6.52,284,IN,0
Posey,33.4,101105,18146,8.1,12.44,50.45,63.9,7.39,43,IN,1
Pulaski,33.8,144603,15754,12.1,12.19,50.84,29.7,5.74,117,IN,0
Putnam,32.1,79440,15232,9.3,12.16,48.7,65.4,8.34,56,IN,0
Randolph,35.6,88770,15401,15.1,13.21,51.48,59.8,5.17,73,IN,0
Ripley,33.1,138470,17345,10,11.22,50.94,56.9,11.69,69,IN,0
Rush,33.6,89738,15736,11,12.79,51.49,44.8,9.4,17,IN,0
Scott,32.7,51973,14465,15.7,10.02,51.39,112.9,10.42,116,IN,1
Shelby,33.1,71550,17905,9.3,12.42,51.36,99.8,10.15,18,IN,0
Spencer,33.7,70498,15467,9.3,12.76,49.82,49.4,9.64,31,IN,1
Starke,33.3,63260,12701,16.2,10.72,50.66,72.7,11.29,15,IN,1
Steuben,33.4,91466,17312,8.4,10.33,50.12,91.7,5.27,400,IN,0
Sullivan,36.7,98330,16074,12.9,14.04,52.02,42.5,11.05,25,IN,1
Switzerland,35.2,63214,12984,15.4,11.73,50.84,36.2,10.5,59,IN,1
Tippecanoe,26.8,87934,17264,11.7,9.89,49.46,264.5,10.44,454,IN,0
Union,33.7,149921,14299,10.9,10.69,51.29,43.9,10.28,44,IN,0
Vanderburgh,34.5,101325,19955,14,13.25,52.83,710.6,13.04,442,IN,1
Vermillion,36.5,74398,16281,11.3,14.15,52.45,64.6,13.37,32,IN,1
Vigo,33,99213,16530,15.1,14.56,50.98,265.8,8.56,446,IN,1
Wabash,33.7,73236,16315,9.7,11.15,51.56,84.2,14.89,162,IN,0
Warren,36,47912,15471,9.6,12.9,50.48,22.5,9.15,38,IN,0
Warrick,33.3,56073,18622,7.1,11.54,50.71,121.3,5.79,44,IN,1
Washington,33.3,65278,14151,13.8,10.02,50.14,47.4,9.06,25,IN,1
Wayne,34.9,69174,16470,16.4,13.34,52.24,178.6,10.24,336,IN,0
Wells,33.1,91019,17873,7.1,10.82,51.35,70.5,13.87,144,IN,0
White,35.1,108531,16710,8.7,13.05,51.53,47.1,8.87,168,IN,0
Whitley,33.3,91840,17230,6.3,11.17,50.83,84.6,7.39,13,IN,0
Adair,39.3,138220,16324,12.1,12.81,51.7,14.8,19.05,108,IA,0
Adams,40.1,108057,15409,15.4,14.6,51.12,11.1,12.34,132,IA,1
Appanoose,37.9,95008,14636,19,13.25,52.29,27.8,14.06,333,IA,1
Audubon,40.3,143152,17612,11.4,14.73,51.85,16,30.14,128,IA,1
Benton,34.7,114227,16637,9.5,13.19,50.87,31.8,7.32,158,IA,1
Black Hawk,32.8,90720,17425,14.1,14.19,52.26,219.2,9.19,79,IA,1
